id;date;title;subtitle;content;categories;tags;person;repeatable;teasable;image;
323;19.11.2018;Indonesien: Regierung gründet Erdbeben-Ministerium. Ministerium beschließt Kontinentalplatten mit Stahl zu versiegeln damit es keine Erdbeben mehr gibt.;;;Ausland.Politik;Erde;;1;;;
324;20.11.2018;USA: Kevin immer noch allein zu Haus;;;Ausland.Unterhaltung.Promis;Film;;1;;;
325;21.11.2018;Los Angeles: Hotelkette eröffnet Hotel nur für Frauen. Wir reagieren damit gegen Übergriffe von bösen Männern;;;Ausland.Unterhaltung.Wirtschaft.Frauen;Tourismus;;1;;;
326;22.11.2018;Hilton eröffnet Stundenhotel für depressive Hunde;;;Unterhaltung.Wirtschaft;Tourismus;;1;;;
327;23.11.2018;Frau hielt Mann über 15 Jahre lang im Käfig gefangen und behandelte ihn wie einen Hund. Feministinnen jubeln. So muss man mit den Männern umgehen.;;;Unterhaltung.Gesellschaft;Genderwahn;;1;;;
328;24.11.2018;Kurt Russel hat eine Einsame Entscheidung getroffen;;;Unterhaltung.Promis;Film;;1;;;
329;25.11.2018;Betrunkener Kapitän löst auf US-Atomuboot Katastrophenalarm aus weil auf Toilette den roten Spül-Knopf zu lange gedrückt hielt.;;;Ausland.Politik.Unterhaltung;Militär;;1;;;
330;26.11.2018;Angela Merkel kündigt Rückzug aus der Politik für das Jahr 2121 an.;;;Deutschland.Politik;;Angela Merkel;1;;;
331;27.11.2018;China verkauft Elektroautos nach Europa mit geheimer Fernsteuerung;;;Wirtschaft.Ausland.Unterhaltung;Auto;;1;;;
332;28.11.2018;Flughafen BER eröffnet. Wie ist das plötzlich passiert?;;;Deutschland.Unterhaltung.Wirtschaft;BER;;1;;;
333;29.11.2018;Silvester Stallone lässt im Dschungel von Vietnam nach seinem Messer suchen, dass er in den 80er Jahren dort verloren hatte.;;;Unterhaltung.Promis;Film;;1;;;
334;30.11.2018;Firma bezahlt seinen Mitarbeitern Extrageld wenn Sie auf Arbeit schlafen und dabei die Klappe halten;;;Wirtschaft.Unterhaltung;;;1;;;
335;1.12.2018;Koten: 37 Schülerinnen sind gleichzeitig schwanger. Was ist da passiert?;;;Deutschland.Unterhaltung;Schule;;1;;;
336;2.12.2018;Blind Am Sonntag verkauft letzte Zeitungsente an Angestellten;;;Deutschland.Unterhaltung;Medien;;1;;;
337;3.12.2018;Nordkorea: Besoffener General torkelt über Demarkationslinie. hast 4,2 Promille im Blut. Immer wieder kommt es vor das wir Betrunkene Soldaten aufgreifen. Meist trinken die billig gepanschten Reisschnaps. Einen General hatten wir aber bisher noch nicht;;;Ausland.Politik;Militär;;1;;;
338;4.12.2018;Ex-Präsident Barak Obama beim Wurstkochen in US-Haftanstalt erwischt;;;Ausland.Politik.Unterhaltung.Promis;;Barak Obama;1;;;
339;5.12.2018;Forschungsinstitut sucht 20 junge männliche Probanden zur Studie für Spontanbefruchtung. Jeder Proband enthält als Aufwandsentschädigung kostenlose Schwangerschaft;;;Deutschland.Wirtschaft.Unterhaltung.Wissen;Sex;;1;;;
340;6.12.2018;Beliebtester Job des Jahres: Zoowärter im Bärenhaus.;;;Deutschland.Gesellschaft.Unterhaltung;Tiere;;1;;;
341;7.12.2018;Weil Alltag noch nicht kompliziert genug ist: Verbraucher sollen im kommenden Jahr so tief in die Tasche greifen dass sie ihre Zehenspitzen erreichen;;;Deutschland.Gesellschaft.Unterhaltung;;;1;;;
342;8.12.2018;Auf der Internationalen Raumstation ISS ist der Wodka ausgegangen. Russische Kosmonauten melden sich arbeitsunfähig und müssen per Notkapsel evakuiert werden;;;;Raumfahrt;;1;;;
343;9.12.2018;Nachfahre von Adolf Hitler bietet Rhetorik-Sprachkurse für politisch Interessierte in den USA an;;;Ausland.Unterhaltung.Promis;;Adolf Hitler;1;;;
344;10.12.2018;England: Hunderennen eskaliert im Schwanz-Schnüffel-Wettbewerb.;;;Ausland.Unterhaltung.Sport;Tiere;;1;;;
345;11.12.2018;Femen-Generalissimus Ursula von der Leier gründet eigeninitiativ eine geheime Stoßtrupp-Gruppe auf Facebook zur Cyberabwehr im Internet. Die Verteidigungsministerin will damit auf die Herausforderungen der modernen Digitalisierung und Vernetzung im Cyberspace reagieren. Zu Beratungszwecken wirkte die Firma “FartBock” mehrere Jahre an der Gründung des Stoßtrupps unterstützend mit. Die Gruppe hat nach wenigen Tagen bereits die ersten Erfolge zu vorzuweisen. Auf Facebook wurden 7 Personen identifiziert die sich anmaßend über Frauen in Uniformen geäußert hatten. Der Stoßtrupp kündigte umgehend Maßnahmen an gegen diese Frauenmissachtung vorzugehen. Das Verteidigungsministerium wertet diese Posts als wehrzersetzend.;;;Deutschland.Digital;Facebook.Militär.Bundeswehr;;1;;;
346;12.12.2018;Wieder nix gewonnen: Lottospieler spielt seit 35 Jahren Lotto und hat schon über eine Million Euro für Gewinnscheine ausgegeben;;;Deutschland.Gesellschaft.Unterhaltung;Geld;;1;;;
347;13.12.2018;Berlin: Karl-Marx-Allee wird an Immobilien-Hai verkauft;;;;;;1;;;
348;14.12.2018;Donald Trump Vorfahren kommen aus Holland. Hier der Beweis (Doch keine Deutschen Vorfahren) => Bild mit Van Gaahl;;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;1;;;
349;15.12.2018;Donald Trump stellt Louis Van Gaal als Sportminister;;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;1;;;
350;16.12.2018;Indien: Regierung gründet neues Ministerium für Kamasutra-Stellungen;;;Ausland.Politik;;;1;;;
351;17.12.2018;Weil fünftes Gruppenmitglied fehlt: Spicegirls setzen bei ihrer Wiedervereinigungstour lustigen Tanzaffen ein der so aussieht wie Posh Spice. “Jetzt sind wir wieder vollständig”;;;Unterhaltung.Promis;Musik;;1;;;
352;18.12.2018;Möchte bei jungen Frauen besser ankommen: Mann lässt Alter per Gericht um 25 Jahre jünger machen.;;;Unterhaltung.Gesellschaft.Männer;;;1;;;
353;19.12.2018;Ehemalige Femen-Aktivistin Barbara Schluckhuber wird Oberbürgermeisterin in Potsdam;;;Deutschland.Politik;Sexismus;;1;;;
354;20.12.2018;China schickt autonomes Roboter-Double von Staatschef Xi zum Pazifik-Gipfel;;;Ausland.Politik.Digital;KI;;1;;;
355;21.12.2018;Magdeburg: Waschbär bricht über Nacht in den Zoo ein um sich frische Handtücher zu besorgen;;;Deutschland.Unterhaltung;Tiere.Polizei;;1;;;
356;22.12.2018;Saudischer Kronprinz bringt neues Buch heraus: “10 Wege wie man einen Dissidenten am besten loswerden kann”;;;Ausland.Politik.Unterhaltung;;;1;;;
357;23.12.2018;Berlin: Polizei tauscht Schäferhunde gegen Pudel aus weil die besser schnüffeln können;;;Berlin.Unterhaltung;Polizei;;1;;;
358;24.12.2018;Gefährlicher Unfall: Angela Merkel hat sich beim Rautieren ihrer Hände bei Pressekonferenz die Daumen verknotet;;;Deutschland.Politik;;Angela Merkel;1;;;
359;25.12.2018;FeministenGruppe schickt Hilferuf in den Weltraum um Außerirdische Anzulocken um alle Männer auszulöschen;;;Gesellschaft.Unterhaltung;Raumfahrt.Genderwahn;;1;;;
360;26.12.2018;Horst Seehofer will als Innenminister zurücktreten und bei nächsten Wahlen Bundeskanzler werden;;;Deutschland.Politik;;Horst Seehofer;1;;;
361;27.12.2018;Peinliche Datenpanne: Arbeitsloser ohne Führerschein bekommt Post von Ordnungsamt und soll 37.000 Euro für das Falschparken bezahlen;;;Deutschland.Digital;;;1;;;
362;28.12.2018;Forscher finden Super-Erde aus Rost;;;Wissen.Naturwissenschaft;Raumfahrt;;1;;;
363;29.12.2018;Schach-WM: Spieler schlägt Kontrahenten mit Faust ins Gesicht und spielt einfach alleine weiter. ;Glaubte beim Schachboxen zu sein;;Sport;;;1;;;
364;30.12.2018;Polizeimeldungen: Fieser Giftmischer stirbt an seinem eigenen Gift. Er vergiftete Kollegen indem er Rattengift auf die Pausenbrote schmierte. Nun ist er gestorben weil er offenbar das Brot verwechselte dass er einem Kollegen verabreichen wollte.;;;Deutschland.Gesellschaft;Polizei;;1;;;
365;31.12.2018;Während One-Night-Stand: Frau verschluckt Kondom und muss notoperiert werden;;;Deutschland.Gesellschaft.Unterhaltung.Männer;Polizei;;1;;;
366;1.1.2018;Frankfurt: Flieger-Atombombe erfolgreich gesprengt.;;3 Rentner verloren durch die Druckwelle ihren Krückstock. Einem älteren Mann fiel die Plombe aus dem Mund und ein Hund fing an lautstark zu bellen. Ansonsten entstand nur leichter Sachschäden. Ein 46-Stöckiges Wohnhaus mit Tiefgarage ist eingestürzt. Ein vollbesetzter Bus wurde von der Straße 1200m weit auf den Bahnhofsvorplatz geschleudert. Die Insassen konnten sich allerdings erfolgreich abrollen und blieben unverletzt.;Deutschland.Unterhaltung;Militär;;1;1;;
367;2.1.2018;Trump über Handelspolitik: Ich kann die Handelspolitik mit China nicht diesen Demokratischen  Idioten überlassen;;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;1;;;
368;3.1.2018;Saudischer Kronprinz lässt sich goldenen Ehering von getötetem Journalisten Khashoggi in seinem Palast ausstellen.;;;Ausland.Politik;;;1;;;
369;4.1.2018;Saudi Prince: “Khasoggi war nur der Anfang”;;;Ausland.Politik;;;1;;;
370;5.1.2018;USA: Mark Zuckerberg als Außerirdischer enttarnt der die Erde übernehmen will;;;Ausland.Digital.Wirtschaft.Unterhaltung.Promis;;Mark Zuckerberg;1;;;
371;6.1.2018;Porsche bringt selbstfahrenden Kinderwagen mit KI-Steuerung auf den Markt. Eltern können wahlweise Routen voreinstellen. Wer da sein Kind reinsetzt ist selber Schuld;;;Wirtschaft.Unterhaltung;Auto.KI;;1;;;
372;7.1.2018;Rostock: Betrunkener Chirurg verpflanzt Penis ins Gesicht anstatt in die Genitalien. Der Mann sieht nun so aus. Der Arzt erklärte später dass die Penis-Verpflanzung nicht mehr rückgängig gemacht werden kann. Das Glied sei aber komplett funktionsfähig. Er empfahl dem Patienten seinen Namen zu ändern und sich fortan “Schwanzkopf” zu nennen. Zudem könne er sich auch eine Hormontherapie unterziehen.;;;Deutschland.Unterhaltung.Gesellschaft;Sex;;1;;;
373;8.1.2018;Donald Trump: Ich weiß genau wer die Außerirdischen waren die 1947 in Rosswell gelandet sind. Wenn Ihr genug Kohle auf den Tisch packt erzähle ich die ganze Story.;;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;1;;;
374;9.1.2018;Er wollte eigentlich nur auf die Toilette: Mann aus Kolumbien verirrt sich in Istanbul in Saudi-Arabischer Botschaft und verschwindet spurlos;;;Ausland.Politik;;;1;;;
375;10.1.2018;Finanzminister will Staatsverschuldung nur langsam abbauen damit Enkelkinder in 40 Jahren auch noch was von den Schulden haben.;;;Politik.Deutschland;Finanzamt;;1;;;
376;11.1.2018;Unbeabsichtigte Hilfestellung: Besoffener Fußgänger hilft Einbrecher per Räuberleiter beim Einbrechen in Wohnhaus;;;Deutschland.Unterhaltung;Polizei;;1;;;
377;12.1.2018;Wie hat er das geschafft: Russischer Ex-Kosmonaut heiratet Schwester seiner Witwe in Sankt Petersburg;;;Ausland.Unterhaltung;Raumfahrt;;1;;;
378;13.1.2018;Rekord: Neymar lag im Spiel zwischen Paris und Lyon insgesamt 27 Minuten am Boden. 12 davon ist er über den Platz gerollt weil er glaubte gefoult worden zu sein. Nach 65 Minuten Spielzeit klagte er über Rückenschmerzen und musste ausgewechselt werden.;;;Unterhaltung.Promis.Sport.Fussball;;;1;;;
379;14.1.2018;Claudia Roth heiratet Libanesen und wird Clan-Mitglied Nummer 56.078;;;Unterhaltung.Promis;Mafia-Clans;;1;;;
380;15.1.2018;Lewis Hamilton lässt seinen Chiwauwa umoperieren;;;Unterhaltung.Promis;;Lewis Hamilton;1;;;
381;16.1.2018;In Deutschland gibt es 2.7 Millionen Social-Media kranke und Abhängige.;;;Deutschland.Gesellschaft;;;1;;;
382;17.1.2018;Hermann Hesse glaubt dass seine Bücher mit ihm reden;;;Unterhaltung.Promis;Medien;;1;;;
383;18.1.2018;Möchte auch einen Platz an der Sonne haben: Claudia Roth gründet eigenen Familien-Clan in Berlin Charlottenburg;;;Unterhaltung.Promis;Mafia-Clans;;1;;;
384;19.1.2018;Clan-Strukturen schon vorhanden: Libanese versucht in Ost-Berlin seinen Familien-Clan zu etablieren und wird von Russenmafia verjagt;;;Deutschland.Politik;Mafia-Clans;;1;;;
385;20.1.2018;Lewis Hamilton Bulldogen verdienen als Models mehr als 80% aller Deutschen Angestellten;;;Unterhaltung.Promis;;Lewis Hamilton;1;;;
386;21.1.2018;Traurig: Berlin Neukölln: Schülerin muss mit Polizeibegleitschutz in die Schule gebracht werden.;;;;;;1;;;
387;22.1.2018;CDU-Politiker lügt: Friedrich Merz wurde gar nicht im “Merz” geboren sondern im November;;;Deutschland.Politik;CDU;;1;;;
388;23.1.2018;Ägyptischer Baumeister Imhotep wird als Computer-Virus wiedergeboren und verbreitet im Cyberspace sich auf Millionen Rechnern;;;Digital.Unterhaltung;;;1;;;
389;24.1.2018;Sie kifft wieder: Miley Cyrus hat wieder zum Joint gegriffen. Diesmal mit Ihrer Mutter zusammen;;;Unterhaltung.Promis;;Miley Cyrus;1;;;
390;25.1.2018;Till Schweißer lässt seinen neuen Nachbarn auf Mallorca verhaften weil er glaubt Jan Ullrich sei zurückgekehrt und hätte auf seinen Rasen gepinkelt;;;Unterhaltung.Promis;;Till Schweiger.Jan Ullrich;1;;;
391;26.1.2018;Nadine Ullamann und Mark Stumpfi trennen sich nach 7 Wochen Malle-Urlaub;;;Unterhaltung;;;1;;;
392;27.1.2018;Boris Becker verkauft Barthaare als Filmrequisite weil er sein Einkommen aufbessern muss;;;Unterhaltung.Promis;Film;Boris Becker;1;;;
393;28.1.2018;Glück im Unglück: Heidi Bums fällt Brust aus der Bluse und rollt im Einkaufszentrum die Rolltreppen hinunter. Ein aufmerksamer Besucher fing das rollende Gewebe ein und brachte es der Heidi wieder zurück. Gott sei Dank!;;;Unterhaltung.Promis.Männer;;Heidi Klum;1;;;
394;29.1.2018;Endlich fündig geworden: Nach zwei Jahren findet Donald Trump endlich den ersehnten Doppelgänger für sein Amt. Es ist Louis van Gaal. Lachvegas gratuliert;;;Unterhaltung.Promis;;Donald Trump;1;;;
395;30.1.2018;Boris Becker und Ex-Frau Lili vor Gericht. Der Scheidungsgrund steht fest. Es war der Schrumpfpenis;;;Unterhaltung.Promis;;Boris Becker;1;;;
396;31.1.2018;Kam doch noch heraus: Hollywood Produzent Weinstein hat sich sogar selbst missbraucht. Und wusste es nicht einmal. “Es muss im Suff passiert sein. Anders kann ich es mir nicht erklären”;;;Unterhaltung.Promis;;;1;;;
397;1.2.2018;Jessica Rutsche bereut dass sie im TV-Serie Sex mit Jörg Vögl hatte ;;;Unterhaltung;Sex;;1;;;
398;2.2.2018;;;;;;;1;;;
399;3.2.2018;;;;;;;1;;;
400;4.2.2018;Busenwunder Misty Mephisti geht nach Bollywood. “Dort darf man noch Brüste zeigen”;;;Unterhaltung.Promis;Sexismus;;1;;;
401;5.2.2018;Maria Curry hat ihr Titten mit 230.000 Dollar pro Stück versichern lassen. Versicherungsfirma meldete Insolvenz an.;;;Unterhaltung.Promis.Männer;;Maria Carrey;1;;;
402;6.2.2018;Pelzvorwurf: Fans werfen Ihr vor dass sie einen dichten Pelz trägt.;;;Unterhaltung.Promis;;;1;;;
403;7.2.2018;Wer schön sein will muss leiden: Mirja Du Mont lag 32 Stunden lang im Tattostudio und ließ sich bestechen. “Endlich habe ich mein Traum-Tattoo. Die roten Liebeskugeln sehen zauberhaft aus”. Drei beeindruckende Tattoos hat sie schon. Die Hodensäcke ihres Mannes in Originalgröße. Ein Paar Handschellen die sie bei ihrem ersten Mal trug und ein Porträt von Donald Duck auf dem Oberarm;;;Unterhaltung.Promis;;;1;;;
404;8.2.2018;Angelina Jolie lässt sich Liebes-Tattoo ihres Ex-Mannes aus der Haut herausfräsen;;;Unterhaltung.Promis;;Angelina Jolie;1;;;
405;9.2.2018;Oliver Pocher möchte Hauptrolle im Film über das Leben von Boris Becker spielen. Er wird voraussichtlich die Rolle des Tennisschlägers bekommen.;;;Unterhaltung.Promis;Film;Boris Becker;1;;;
406;10.2.2018;Tennis: Balljunge schafft es Millionär zu werden indem er Tennisbälle der Spieler einsammelt und Online weiterverkauft.;;;Sport.Tennis.Wirtschaft.Digital;;;1;;;
407;11.2.2018;Lena Gurke kaut am liebsten an ihren Fingernägeln anstatt an einer Gurke.;;;Unterhaltung.Promis.Männer;;;1;;;
408;12.2.2018;Lena Gurke hat noch nie nicht gelächelt. “Ich weiß gar nicht wie man nicht lächeln kann. Das Leben ist doch so toll wenn man so eine Karriere hat wie ich.”;;;Unterhaltung.Promis;;;1;;;
409;13.2.2018;Kyli Minogue: “Habe schon sehr früh in der Vorschule gelernt wie wichtig es ist Brüste und Po rauszustecken.”;;;Unterhaltung.Promis;;;1;;;
410;14.2.2018;Neue Miss World kommt aus Spanien und ist in Wirklichkeit ein Mixed Gender;;;Unterhaltung.Promis;Genderwahn;;1;;;
411;15.2.2018;Frei auf Kaution: Jan Ullrich holt seinen bekifften Rottweiler aus Untersuchungshaft nachdem er einen Drogendealer aufgefressen hatte;;;Unterhaltung.Promis;Justiz;Jan Ullrich;1;;;
412;16.2.2018;Dubai: Bauboom gerät ins Stocken weil nicht schnell genug unbezahlte Wanderarbeiter aus Asien nachgeliefert werden können;;;Ausland.Politik.Wirtschaft;;;1;;;
413;17.2.2018;Berlin: Polizei-Razzia bei wilder Party. Es wurden 4200 Liter Alkohol konsumiert. 11 Tonnen verschiedener Drogen und Aufputschmittel sowie 347 Kondome verbraucht. Unter den Gästen befanden sich 14 Lokalpolitiker.11 Beamte aus örtlichen Behörden.2 verdeckte Ermittler.146 Prostituierte aus 42 verschiedenen Ländern.27 Minderjährige.245 bekannte VIPs und 12 Ziegen. 2 Ein Polizeisprecher teilte mit: “Das ist ganz Normal. Das passiert hier fast jeden Abend. Eigentlich müsste die Polizei hier jeden Abend auftauchen und kontrollieren aber die Stadtverwaltung hat uns zur Parkraumüberwachung eingeteilt. Da kann man nichts machen.”;;;Berlin.Unterhaltung;;;1;;;
414;18.2.2018;Sie weinte zu viel: Freund verlässt Schlager-Star Susi Heul umgehend;;;Unterhaltung.Promis;;;1;;;
415;19.2.2018;TV-Verbrechen: Gina-Lisa Lohfink quälte Zuschauer über 400 Minuten lang mit Fake-Titten;;;Unterhaltung.Promis.Männer;Sex;;1;;;
416;20.2.2018;TV: Bernd Lungerer sucht nach 2310 Folgen “Traumfrau gesucht” immer noch seine Traumfrau;;;Unterhaltung;Medien.TV;;1;;;
417;21.2.2018;unangenehm: TV-Verlierer Paul Engelherd hat nach dem 46ten Mal Frauentausch immer noch keine passende Bäuerin gefunden.;;;Unterhaltung;Medien.TV;;1;;;
418;22.2.2018;Veronica Ferres beim heimlichen Telefonieren mit einer Sex-Hotline erwischt. Die Datenkrake kriegt alles mit;;;Unterhaltung.Promis;Sex;;1;;;
419;23.2.2018;Katy Perry brennt mit Mongolischem Gigolo durch;;;Unterhaltung.Promis;Sex;;1;;;
420;24.2.2018;Heidi Bums: Neue Intim-Frisur macht sie 10 Jahre jünger. Herzlichen Glückwunsch.;;;Unterhaltung.Promis;;Heidi Klum;1;;;
421;25.2.2018;Kim Kardashian für Hauptrolle in Film über Kleopatra vorgeschlagen;;;Unterhaltung.Promis;;;1;;;
422;26.2.2018;Busenwunder Lacy Wildd kann mit Ihren Möpsen Angreifer in die Flucht schlagen. “Taschendiebe haben bei mir keine Chance”. “Die ganze Welt ist besessen von meinen Brüsten”. LachVegas gratuliert zu diesem Erfolg;;;Unterhaltung;Sex;;1;;;
423;27.2.2018;Klaus Kinski posthum mit Oscar geehrt.;;;Unterhaltung.Promis;;;1;;;
424;28.2.2018;Schlagerstar Karel Gott in Griechenland auf dem Olymp empfangen;;;Unterhaltung.Promis;;;1;;;
425;1.3.2018;Wie schrecklich: Un-Gender IT-Ikone Conchita Wurst hat Haarausfall im Gesicht;;;Unterhaltung.Promis;;Conchita Wurst;1;;;
426;2.3.2018;Paris Hilton hat mal wieder Beziehungsprobleme;;;Unterhaltung.Promis;;;1;;;
427;3.3.2018;Sharon Stone verkauft legendären Eis-Pickel aus dem Film “Basic Instinct” an weiblichen Ex-Häftling in Atlanta;;;Unterhaltung.Promis;;;1;;;
428;4.3.2018;Amanda Knox heiratet Richter der sie ein Jahr zuvor aus Gerichtsprozess “heraushaute”;;;Unterhaltung.Promis;Justiz;;1;;;
429;5.3.2018;Sabine Heuchler wollte unbedingt ihren unvorteilhaften Nachnamen ändern und heiratete deshalb ihren Freund Bernd Pichler;;;Unterhaltung.Promis;;;1;;;
430;6.3.2018;Forscher sind sich einig: Autonomes Fahren fördert Selbstbefriedigung am Steuer;;;Unterhaltung.Digital.Wissen;KI.Auto;;1;;;
431;7.3.2018;Neuster Trend der Sex-Industrie: Sex-Videos in autonomen Fahrzeugen;;;Unterhaltung.Digital.Gesellschaft;Sex;;1;;;
432;8.3.2018;Von wegen Umweltschutz: Aktivisten ketten sich an Bahngleise um gegen Bahnchaos nach Warnstreik zu protestieren;;;Unterhaltung.Gesellschaft;;;1;;;
433;9.3.2018;Gerlinde Hartmann schafft es dieses Jahr nicht einen Weihnachtsbraten mit Rosenkohl zu kochen und muss bei Liefermundo bestellen.;;;Unterhaltung;Weihnachten;;1;;;
434;10.3.2018;Mopsy Mumu wird voraussichtlich doch nicht die ersehnte Brustverkleinerung bezahlen können es sei denn es findet sich jemand der ihr ihre Tittenabnahme finanziert;;;Unterhaltung.Promis.Männer;Sexismus;;1;;;
435;11.3.2018;Am Flughafen ertappt: Shakira wollte verbotene Liebeskugeln für ein Konzert Saudi-Arabien einführen;;;Unterhaltung.Promis.Männer;;Shakira;1;;;
436;12.3.2018;Nach 22 Jahren: Sieglinde Wehmut versucht immer noch den heißen Draht zu bezwingen und scheitert jedes Mal;;;Unterhaltung;Medien.TV;;1;;;
437;13.3.2018;Lewis Hamilton lässt seinen Mops zum Weibchen umoperierten um mehr Follower auf Instagram zu bekommen;;;Unterhaltung.Promis;;Lewis Hamilton;1;;;
438;14.3.2018;Hillary Klingelton verkauft jetzt ihre Klingeltöne auf Hochzeiten in Indien;;;Ausland.Digital.Wirtschaft;;Hillary Clinton;1;;;
439;15.3.2018;Ägypten: Prozess gegen 27 Instagram-User wegen gemeinschaftlichen Exibitionismus begonnen;;;Ausland.Digital;Sexismus;;1;;;
440;16.3.2018;Darts-WM: Max Hopp trifft Schiedrichter mit Pfeil direkt ins Auge - Bulls-Eye;;;Sport;Darts-WM;;1;;;
441;17.3.2018;Katherine Schwarzenegger soll Roboter-Tochter des T-800 im neuen Terminator-Film spielen. ;;;Unterhaltung.Promis;Film;;1;;;
442;18.3.2018;“Fürst der Finsternis”: Ozzy Osborne’s WauWau bekommt Nachwuchs;;;Unterhaltung.Promis;Musik;;1;;;
443;19.3.2018;Klimaerwärmung ist unsere größte Bedrohung .. nach;;;;;;1;;;
444;20.3.2018;betrachtet als Kriegsbedrohung;;;;;;1;;;
445;21.3.2018;Schlager-Sänger Jürgen Drews bei Konzert wegen Öffentlicher Ruhestörung in New York festgenommen;;;Unterhaltung.Promis;Justiz.Polizei;;1;;;
446;22.3.2018;Miroslav Gomez beendet Torflaute nach 689 Minuten mit Eigentor;;;Sport.Fussball;;;1;;;
447;23.3.2018;6-Jähriger verprügelt Mann im Weihnachtsmann-Kostüm weil er das falsche Geschenk bekommen hat;;;Unterhaltung.Gesellschaft;Weihnachten;;1;;;
448;24.3.2018;Adele verlässt ihren Partner am 25.12. weil Sie nicht den neuen Womanizer Pro zu Weihnachen bekam;2018-12-25;;Unterhaltung.Promis;Weihnachten, Sex;;1;;;
449;25.3.2018;Hatte Angst rausgeworfen zu werden: Schizophrener Passagier springt aus Flugzeug in 9000 Metern Höhe und landet in Hotel-Pool;;;Unterhaltung;;;1;;;
450;26.3.2018;Donald Trump’s schlimmster Alptraum: Wenn keiner mehr über meinen Blödsinn berichten würde dann wär ich sehr traurig;;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;1;;;
451;27.3.2018;Schottland: Pub fliegt in die Luft weil Betrunkener Polen-Böller ausprobieren wollte. Dummerweise stand er direkt neben der Gas-Buddel die er zur Explosion brachte. Mehrere Personen wurden durch die Luft geschleudert. Wie durch ein Wunder gab es nur 4 leicht Verletzte. 14 Bierflaschen werden vermisst.;;;Ausland.Unterhaltung;Bier;;1;;;
452;28.3.2018;Berlin: Conchita Wurst verliert Penisprotese in vollbesetzter U-Bahn. Mehrere Personen suchten minutenlang nach dem herrenlosen Glied blieben aber erfolglos. Das Beste (Kunst-)Stück bleibt bis zum heutigen Tage verschwunden.;;;Berlin.Unterhaltung.Promis;;Conchita Wurst;1;;;
453;29.3.2018;Doch kein Freispruch: Schauspieler darf Gefängnis nicht verlassen nachdem er sich in Wien mit einem Quadratbart in der Öffentlichkeit zeigte;;;Unterhaltung;Justiz.Polizei.Film;;1;;;
454;30.3.2018;;;;;;;1;;;
455;31.3.2018;Moses konnte das Wasser teilen? Von wegen! Donald Trump kann mit der MOAB ganze Berge einebnen;;;Unterhaltung.Promis;Militär;Donald Trump;1;;;
456;1.4.2018;Berliner Senat verabschiedet Gender-Neutralitäts-Sprachgesetz. Darin wird das Wort Mannschaft bei Veranstaltungen mit weiblichen Teilnehmerinnen in “Frauschaft” umgewandelt. Die Deutsche FUssball-Nationalfrauschaft. Das Wort “Bemannte Raumfahrt” wird nun in “Raumfahrt mit menschlicher Beteiligung umgedichtet” und Blödmann wird auch zu “Blödfrau”.“Buhmann”.“V-Frau”.“Pillemann”.“Sandmann”.“Zimmermann”. Bei dem Wort “Zimmerfrau” überlegt man allerdings noch da dieses auch falsch verstanden werden könnte.;;;Berlin.Politik;Genderwahn;;1;;;
457;2.4.2018;Schock für Mallorca-Urlauber: Ballermann muss seinen Namen Gender-Neutral umformulieren. Der Ort darf nun auch Ballerfrau genannt werden.;;;Ausland.Unterhaltung;Genderwahn.Tourismus;;1;;;
458;3.4.2018;Gender-Neutralität: Ackermann muss seinen Namen Geschlechts-Neutral formulieren. Er darf nun auch mit Ackerfrau angesprochen werden => Jürgen Klinsmann.Lehmann;;;Unterhaltung;Genderwahn;;1;;;
459;4.4.2018;Sie sorgen für Sicherheit und Sauberkeit in unseren Städten und verdienen daher den hörten Respekt: Das Ordnungsamt;;;Politik.Deutschland;;;1;;;
460;5.4.2018;Neuer Trend: Nach dem Mittagessen schnell noch zu Fressnapf und einen Nachtisch holen;;;Unterhaltung.Gesellschaft;;;1;;;
461;6.4.2018;Putins Eintrittskarte für alles: Stasi-Ausweis von Vladimir Putin aufgetaucht. Dieser total plötzlich aufgetauchte Stasi-Ausweis von Vladimir Putin aus DDR-Zeiten war für den damaligen Offizier ein Türöffner. Zugang nicht nur zu Stasi-Büros oder Militäreinrkchtugenn sondern auch in Sex-Clubs.Sushi-Restaurants.Geheimen Burger-Restaurants.Unterirdische Sex-Clubs. Für Putin machte der Sex-Club “Schnell rein und langsam wieder raus (SRLR)” in Berlin-Mitte sogar am Montag auf.;;;Unterhaltung.Promis;;Vladimir Putin;1;;;
462;7.4.2018;Neuer Weihnachtsfilm im Kino: “Kevin allein im Puff”;;;Unterhaltung;Weihnachten.Sex.Film;;1;;;
463;8.4.2018;Madonna will US-Präsidentin werden. Sucht aber noch nach einem Slogan;;;Ausland.Unterhaltung.Promis;;Madonna;1;;;
464;9.4.2018;Burger-King in Thailand bietet Intim-Massagen beim Essen an um neue Kunden zu gewinnen;;;Ausland.Unterhaltung.Wirtschaft;Sex;;1;;;
465;10.4.2018;Weil Baby im Flugzeug schreit: Fremder Mann bietet der Mutter Klebeband und KO-Tropfen an.;;;Ausland.Unterhaltung;;;1;;;
