id;date;title;subtitle;categories;tags;person;post_type;slug;_repeating
353;;Ehemalige Femen-Aktivistin Barbara Schluckhuber wird Oberbürgermeisterin in Potsdam;;Deutschland.Politik;Sexismus;;news;;
354;;China schickt autonomes Roboter-Double von Staatschef Xi zum Pazifik-Gipfel;;Ausland.Politik.Digital;KI;;news;;
355;;Magdeburg: Waschbär bricht über Nacht in den Zoo ein um sich frische Handtücher zu besorgen;;Deutschland.Unterhaltung;Tiere.Polizei;;news;;
356;;Saudischer Kronprinz bringt neues Buch heraus: “10 Wege wie man einen Dissidenten am besten loswerden kann”;;Ausland.Politik.Unterhaltung;;;news;;
357;;Berlin: Polizei tauscht Schäferhunde gegen Pudel aus weil die besser schnüffeln können;;Berlin.Unterhaltung;Polizei;;news;;
358;;Gefährlicher Unfall: Angela Merkel hat sich beim Rautieren ihrer Hände bei Pressekonferenz die Daumen verknotet;;Deutschland.Politik;;Angela Merkel;news;;
359;;FeministenGruppe schickt Hilferuf in den Weltraum um Außerirdische Anzulocken um alle Männer auszulöschen;;Gesellschaft.Unterhaltung;Raumfahrt.Genderwahn;;news;;
360;;Horst Seehofer will als Innenminister zurücktreten und bei nächsten Wahlen Bundeskanzler werden;;Deutschland.Politik;;Horst Seehofer;news;;
361;;Peinliche Datenpanne: Arbeitsloser ohne Führerschein bekommt Post von Ordnungsamt und soll 37.000 Euro für das Falschparken bezahlen;;Deutschland.Digital;;;news;;
362;;Forscher finden Super-Erde aus Rost;;Wissen.Naturwissenschaft;Raumfahrt;;news;;
363;;Schach-WM: Spieler schlägt Kontrahenten mit Faust ins Gesicht und spielt einfach alleine weiter. ;;Sport;;;news;;
364;;Polizeimeldungen: Fieser Giftmischer stirbt an seinem eigenen Gift. Er vergiftete Kollegen indem er Rattengift auf die Pausenbrote schmierte. Nun ist er gestorben weil er offenbar das Brot verwechselte dass er einem Kollegen verabreichen wollte.;;Deutschland.Gesellschaft;Polizei;;news;;
365;;Während One-Night-Stand: Frau verschluckt Kondom und muss notoperiert werden;;Deutschland.Gesellschaft.Unterhaltung.Männer;Polizei;;news;;
366;;Frankfurt: Flieger-Atombombe erfolgreich gesprengt. 3 Rentner verloren durch die Druckwelle ihren Krückstock. Einem älteren Mann fiel die Plombe aus dem Mund und ein Hund fing an lautstark zu bellen. Ansonsten entstand nur leichter Sachschäden. Ein 46-Stöckiges Wohnhaus mit Tiefgarage ist eingestürzt. Ein vollbesetzter Bus wurde von der Glühender Straße 1200m weit auf den Bahnhofsvorplatz geschleudert. Die Insassen konnten sich allerdings erfolgreich abrollen und blieben unverletzt.;;Deutschland.Unterhaltung;Militär;;news;;
367;;Trump über Handelspolitik: Ich kann die Handelspolitik mit China nicht diesen Demokratischen  Idioten überlassen;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;news;;
368;;Saudischer Kronprinz lässt sich goldenen Ehering von getötetem Journalisten Khashoggi in seinem Palast ausstellen.;;Ausland.Politik;;;news;;
369;;Saudi Prince: “Khasoggi war nur der Anfang”;;Ausland.Politik;;;news;;
370;;USA: Mark Zuckerberg als Außerirdischer enttarnt der die Erde übernehmen will;;Ausland.Digital.Wirtschaft.Unterhaltung.Promis;;Mark Zuckerberg;news;;
371;;Porsche bringt selbstfahrenden Kinderwagen mit KI-Steuerung auf den Markt. Eltern können wahlweise Routen voreinstellen. Wer da sein Kind reinsetzt ist selber Schuld;;Wirtschaft.Unterhaltung;Auto.KI;;news;;
372;;Rostock: Betrunkener Chirurg verpflanzt Penis ins Gesicht anstatt in die Genitalien. Der Mann sieht nun so aus. Der Arzt erklärte später dass die Penis-Verpflanzung nicht mehr rückgängig gemacht werden kann. Das Glied sei aber komplett funktionsfähig. Er empfahl dem Patienten seinen Namen zu ändern und sich fortan “Schwanzkopf” zu nennen. Zudem könne er sich auch eine Hormontherapie unterziehen.;;Deutschland.Unterhaltung.Gesellschaft;Sex;;news;;
373;;Donald Trump: Ich weiß genau wer die Außerirdischen waren die 1947 in Rosswell gelandet sind. Wenn Ihr genug Kohle auf den Tisch packt erzähle ich die ganze Story.;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;news;;
374;;Er wollte eigentlich nur auf die Toilette: Mann aus Kolumbien verirrt sich in Istanbul in Saudi-Arabischer Botschaft und verschwindet spurlos;;Ausland.Politik;;;news;;
375;;Finanzminister will Staatsverschuldung nur langsam abbauen damit Enkelkinder in 40 Jahren auch noch was von den Schulden haben.;;Politik.Deutschland;Finanzamt;;news;;
376;;Unbeabsichtigte Hilfestellung: Besoffener Fußgänger hilft Einbrecher per Räuberleiter beim Einbrechen in Wohnhaus;;Deutschland.Unterhaltung;Polizei;;news;;
377;;Wie hat er das geschafft: Russischer Ex-Kosmonaut heiratet Schwester seiner Witwe in Sankt Petersburg;;Ausland.Unterhaltung;Raumfahrt;;news;;
378;;Rekord: Neymar lag im Spiel zwischen Paris und Lyon insgesamt 27 Minuten am Boden. 12 davon ist er über den Platz gerollt weil er glaubte gefoult worden zu sein. Nach 65 Minuten Spielzeit klagte er über Rückenschmerzen und musste ausgewechselt werden.;;Unterhaltung.Promis.Sport.Fussball;;;news;;
379;;Claudia Roth heiratet Libanesen und wird Clan-Mitglied Nummer 56.078;;Unterhaltung.Promis;Mafia-Clans;;news;;
380;;Lewis Hamilton lässt seinen Chiwauwa umoperieren;;Unterhaltung.Promis;;Lewis Hamilton;news;;
381;;In Deutschland gibt es 2.7 Millionen Social-Media kranke und Abhängige.;;Deutschland.Gesellschaft;;;news;;
382;;Hermann Hesse glaubt dass seine Bücher mit ihm reden;;Unterhaltung.Promis;Medien;;news;;
383;;Möchte auch einen Platz an der Sonne haben: Claudia Roth gründet eigenen Familien-Clan in Berlin Charlottenburg;;Unterhaltung.Promis;Mafia-Clans;;news;;
384;;Clan-Strukturen schon vorhanden: Libanese versucht in Ost-Berlin seinen Familien-Clan zu etablieren und wird von Russenmafia verjagt;;Deutschland.Politik;Mafia-Clans;;news;;
385;;Lewis Hamilton Bulldogen verdienen als Models mehr als 80% aller Deutschen Angestellten;;Unterhaltung.Promis;;Lewis Hamilton;news;;
386;;Traurig: Berlin Neukölln: Schülerin muss mit Polizeibegleitschutz in die Schule gebracht werden.;;;;;news;;
387;;CDU-Politiker lügt: Friedrich Merz wurde gar nicht im “Merz” geboren sondern im November;;Deutschland.Politik;CDU;;news;;
388;;Ägyptischer Baumeister Imhotep wird als Computer-Virus wiedergeboren und verbreitet im Cyberspace sich auf Millionen Rechnern;;Digital.Unterhaltung;;;news;;
389;;Sie kifft wieder: Miley Cyrus hat wieder zum Joint gegriffen. Diesmal mit Ihrer Mutter zusammen;;Unterhaltung.Promis;;Miley Cyrus;news;;
390;;Till Schweißer lässt seinen neuen Nachbarn auf Mallorca verhaften weil er glaubt Jan Ullrich sei zurückgekehrt und hätte auf seinen Rasen gepinkelt;;Unterhaltung.Promis;;Till Schweiger.Jan Ullrich;news;;
391;;Nadine Ullamann und Mark Stumpfi trennen sich nach 7 Wochen Malle-Urlaub;;Unterhaltung;;;news;;
392;;Boris Becker verkauft Barthaare als Filmrequisite weil er sein Einkommen aufbessern muss;;Unterhaltung.Promis;Film;Boris Becker;news;;
393;;Glück im Unglück: Heidi Bums fällt Brust aus der Bluse und rollt im Einkaufszentrum die Rolltreppen hinunter. Ein aufmerksamer Besucher fing das rollende Gewebe ein und brachte es der Heidi wieder zurück. Gott sei Dank!;;Unterhaltung.Promis.Männer;;Heidi Klum;news;;
394;;Endlich fündig geworden: Nach zwei Jahren findet Donald Trump endlich den ersehnten Doppelgänger für sein Amt. Es ist Louis van Gaal. Lachvegas gratuliert;;Unterhaltung.Promis;;Donald Trump;news;;
395;;Boris Becker und Ex-Frau Lili vor Gericht. Der Scheidungsgrund steht fest. Es war der Schrumpfpenis;;Unterhaltung.Promis;;Boris Becker;news;;
396;;Kam doch noch heraus: Hollywood Produzent Weinstein hat sich sogar selbst missbraucht. Und wusste es nicht einmal. “Es muss im Suff passiert sein. Anders kann ich es mir nicht erklären”;;Unterhaltung.Promis;;;news;;
397;;Jessica Rutsche bereut dass sie im TV-Serie Sex mit Jörg Vögl hatte ;;Unterhaltung;Sex;;news;;
398;;;;;;;news;;
399;;;;;;;news;;
400;;Busenwunder Misty Mephisti geht nach Bollywood. “Dort darf man noch Brüste zeigen”;;Unterhaltung.Promis;Sexismus;;news;;
401;;Maria Curry hat ihr Titten mit 230.000 Dollar pro Stück versichern lassen. Versicherungsfirma meldete Insolvenz an.;;Unterhaltung.Promis.Männer;;Maria Carrey;news;;
402;;Pelzvorwurf: Fans werfen Ihr vor dass sie einen dichten Pelz trägt.;;Unterhaltung.Promis;;;news;;
403;;Wer schön sein will muss leiden: Mirja Du Mont lag 32 Stunden lang im Tattostudio und ließ sich bestechen. “Endlich habe ich mein Traum-Tattoo. Die roten Liebeskugeln sehen zauberhaft aus”. Drei beeindruckende Tattoos hat sie schon. Die Hodensäcke ihres Mannes in Originalgröße. Ein Paar Handschellen die sie bei ihrem ersten Mal trug und ein Porträt von Donald Duck auf dem Oberarm;;Unterhaltung.Promis;;;news;;
404;;Angelina Jolie lässt sich Liebes-Tattoo ihres Ex-Mannes aus der Haut herausfräsen;;Unterhaltung.Promis;;Angelina Jolie;news;;
405;;Oliver Pocher möchte Hauptrolle im Film über das Leben von Boris Becker spielen. Er wird voraussichtlich die Rolle des Tennisschlägers bekommen.;;Unterhaltung.Promis;Film;Boris Becker;news;;
406;;Tennis: Balljunge schafft es Millionär zu werden indem er Tennisbälle der Spieler einsammelt und Online weiterverkauft.;;Sport.Tennis.Wirtschaft.Digital;;;news;;
407;;Lena Gurke kaut am liebsten an ihren Fingernägeln anstatt an einer Gurke.;;Unterhaltung.Promis.Männer;;;news;;
408;;Lena Gurke hat noch nie nicht gelächelt. “Ich weiß gar nicht wie man nicht lächeln kann. Das Leben ist doch so toll wenn man so eine Karriere hat wie ich.”;;Unterhaltung.Promis;;;news;;
409;;Kyli Minogue: “Habe schon sehr früh in der Vorschule gelernt wie wichtig es ist Brüste und Po rauszustecken.”;;Unterhaltung.Promis;;;news;;
410;;Neue Miss World kommt aus Spanien und ist in Wirklichkeit ein Mixed Gender;;Unterhaltung.Promis;Genderwahn;;news;;
411;;Frei auf Kaution: Jan Ullrich holt seinen bekifften Rottweiler aus Untersuchungshaft nachdem er einen Drogendealer aufgefressen hatte;;Unterhaltung.Promis;Justiz;Jan Ullrich;news;;
412;;Dubai: Bauboom gerät ins Stocken weil nicht schnell genug unbezahlte Wanderarbeiter aus Asien nachgeliefert werden können;;Ausland.Politik.Wirtschaft;;;news;;
413;;Berlin: Polizei-Razzia bei wilder Party. Es wurden 4200 Liter Alkohol konsumiert. 11 Tonnen verschiedener Drogen und Aufputschmittel sowie 347 Kondome verbraucht. Unter den Gästen befanden sich 14 Lokalpolitiker.11 Beamte aus örtlichen Behörden.2 verdeckte Ermittler.146 Prostituierte aus 42 verschiedenen Ländern.27 Minderjährige.245 bekannte VIPs und 12 Ziegen. 2 Ein Polizeisprecher teilte mit: “Das ist ganz Normal. Das passiert hier fast jeden Abend. Eigentlich müsste die Polizei hier jeden Abend auftauchen und kontrollieren aber die Stadtverwaltung hat uns zur Parkraumüberwachung eingeteilt. Da kann man nichts machen.”;;Berlin.Unterhaltung;;;news;;
414;;Sie weinte zu viel: Freund verlässt Schlager-Star Susi Heul umgehend;;Unterhaltung.Promis;;;news;;
415;;TV-Verbrechen: Gina-Lisa Lohfink quälte Zuschauer über 400 Minuten lang mit Fake-Titten;;Unterhaltung.Promis.Männer;Sex;;news;;
416;;TV: Bernd Lungerer sucht nach 2310 Folgen “Traumfrau gesucht” immer noch seine Traumfrau;;Unterhaltung;Medien.TV;;news;;
417;;unangenehm: TV-Verlierer Paul Engelherd hat nach dem 46ten Mal Frauentausch immer noch keine passende Bäuerin gefunden.;;Unterhaltung;Medien.TV;;news;;
418;;Veronica Ferres beim heimlichen Telefonieren mit einer Sex-Hotline erwischt. Die Datenkrake kriegt alles mit;;Unterhaltung.Promis;Sex;;news;;
419;;Katy Perry brennt mit Mongolischem Gigolo durch;;Unterhaltung.Promis;Sex;;news;;
420;;Heidi Bums: Neue Intim-Frisur macht sie 10 Jahre jünger. Herzlichen Glückwunsch.;;Unterhaltung.Promis;;Heidi Klum;news;;
421;;Kim Kardashian für Hauptrolle in Film über Kleopatra vorgeschlagen;;Unterhaltung.Promis;;;news;;
422;;Busenwunder Lacy Wildd kann mit Ihren Möpsen Angreifer in die Flucht schlagen. “Taschendiebe haben bei mir keine Chance”. “Die ganze Welt ist besessen von meinen Brüsten”. LachVegas gratuliert zu diesem Erfolg;;Unterhaltung;Sex;;news;;
423;;Klaus Kinski posthum mit Oscar geehrt.;;Unterhaltung.Promis;;;news;;
424;;Schlagerstar Karel Gott in Griechenland auf dem Olymp empfangen;;Unterhaltung.Promis;;;news;;
425;;Wie schrecklich: Un-Gender IT-Ikone Conchita Wurst hat Haarausfall im Gesicht;;Unterhaltung.Promis;;Conchita Wurst;news;;
426;;Paris Hilton hat mal wieder Beziehungsprobleme;;Unterhaltung.Promis;;;news;;
427;;Sharon Stone verkauft legendären Eis-Pickel aus dem Film “Basic Instinct” an weiblichen Ex-Häftling in Atlanta;;Unterhaltung.Promis;;;news;;
428;;Amanda Knox heiratet Richter der sie ein Jahr zuvor aus Gerichtsprozess “heraushaute”;;Unterhaltung.Promis;Justiz;;news;;
429;;Sabine Heuchler wollte unbedingt ihren unvorteilhaften Nachnamen ändern und heiratete deshalb ihren Freund Bernd Pichler;;Unterhaltung.Promis;;;news;;
430;;Forscher sind sich einig: Autonomes Fahren fördert Selbstbefriedigung am Steuer;;Unterhaltung.Digital.Wissen;KI.Auto;;news;;
431;;Neuster Trend der Sex-Industrie: Sex-Videos in autonomen Fahrzeugen;;Unterhaltung.Digital.Gesellschaft;Sex;;news;;
432;;Von wegen Umweltschutz: Aktivisten ketten sich an Bahngleise um gegen Bahnchaos nach Warnstreik zu protestieren;;Unterhaltung.Gesellschaft;;;news;;
433;;Gerlinde Hartmann schafft es dieses Jahr nicht einen Weihnachtsbraten mit Rosenkohl zu kochen und muss bei Liefermundo bestellen.;;Unterhaltung;Weihnachten;;news;;
434;;Mopsy Mumu wird voraussichtlich doch nicht die ersehnte Brustverkleinerung bezahlen können es sei denn es findet sich jemand der ihr ihre Tittenabnahme finanziert;;Unterhaltung.Promis.Männer;Sexismus;;news;;
435;;Am Flughafen ertappt: Shakira wollte verbotene Liebeskugeln für ein Konzert Saudi-Arabien einführen;;Unterhaltung.Promis.Männer;;Shakira;news;;
436;;Nach 22 Jahren: Sieglinde Wehmut versucht immer noch den heißen Draht zu bezwingen und scheitert jedes Mal;;Unterhaltung;Medien.TV;;news;;
437;;Lewis Hamilton lässt seinen Mops zum Weibchen umoperierten um mehr Follower auf Instagram zu bekommen;;Unterhaltung.Promis;;Lewis Hamilton;news;;
438;;Hillary Klingelton verkauft jetzt ihre Klingeltöne auf Hochzeiten in Indien;;Ausland.Digital.Wirtschaft;;Hillary Clinton;news;;
439;;Ägypten: Prozess gegen 27 Instagram-User wegen gemeinschaftlichen Exibitionismus begonnen;;Ausland.Digital;Sexismus;;news;;
440;;Darts-WM: Max Hopp trifft Schiedrichter mit Pfeil direkt ins Auge - Bulls-Eye;;Sport;Darts-WM;;news;;
441;;Katherine Schwarzenegger soll Roboter-Tochter des T-800 im neuen Terminator-Film spielen. ;;Unterhaltung.Promis;Film;;news;;
442;;“Fürst der Finsternis”: Ozzy Osborne’s WauWau bekommt Nachwuchs;;Unterhaltung.Promis;Musik;;news;;
443;;Klimaerwärmung ist unsere größte Bedrohung .. nach;;;;;news;;
444;;betrachtet als Kriegsbedrohung;;;;;news;;
445;;Schlager-Sänger Jürgen Drews bei Konzert wegen Öffentlicher Ruhestörung in New York festgenommen;;Unterhaltung.Promis;Justiz.Polizei;;news;;
446;;Miroslav Gomez beendet Torflaute nach 689 Minuten mit Eigentor;;Sport.Fussball;;;news;;
447;;6-Jähriger verprügelt Mann im Weihnachtsmann-Kostüm weil er das falsche Geschenk bekommen hat;;Unterhaltung.Gesellschaft;Weihnachten;;news;;
448;2018-12-25;Adele verlässt ihren Partner am 25.12. weil Sie nicht den neuen Womanizer Pro zu Weihnachen bekam;2018-12-25;Unterhaltung.Promis;Weihnachten, Sex;;news;;
449;;Hatte Angst rausgeworfen zu werden: Schizophrener Passagier springt aus Flugzeug in 9000 Metern Höhe und landet in Hotel-Pool;;Unterhaltung;;;news;;
450;;Donald Trump’s schlimmster Alptraum: Wenn keiner mehr über meinen Blödsinn berichten würde dann wär ich sehr traurig;;Ausland.Politik.Unterhaltung.Promis;;Donald Trump;news;;
451;;Schottland: Pub fliegt in die Luft weil Betrunkener Polen-Böller ausprobieren wollte. Dummerweise stand er direkt neben der Gas-Buddel die er zur Explosion brachte. Mehrere Personen wurden durch die Luft geschleudert. Wie durch ein Wunder gab es nur 4 leicht Verletzte. 14 Bierflaschen werden vermisst.;;Ausland.Unterhaltung;Bier;;news;;
452;;Berlin: Conchita Wurst verliert Penisprotese in vollbesetzter U-Bahn. Mehrere Personen suchten minutenlang nach dem herrenlosen Glied blieben aber erfolglos. Das Beste (Kunst-)Stück bleibt bis zum heutigen Tage verschwunden.;;Berlin.Unterhaltung.Promis;;Conchita Wurst;news;;
453;;Doch kein Freispruch: Schauspieler darf Gefängnis nicht verlassen nachdem er sich in Wien mit einem Quadratbart in der Öffentlichkeit zeigte;;Unterhaltung;Justiz.Polizei.Film;;news;;
454;;;;;;;news;;
455;;Moses konnte das Wasser teilen? Von wegen! Donald Trump kann mit der MOAB ganze Berge einebnen;;Unterhaltung.Promis;Militär;Donald Trump;news;;
456;;Berliner Senat verabschiedet Gender-Neutralitäts-Sprachgesetz. Darin wird das Wort Mannschaft bei Veranstaltungen mit weiblichen Teilnehmerinnen in “Frauschaft” umgewandelt. Die Deutsche FUssball-Nationalfrauschaft. Das Wort “Bemannte Raumfahrt” wird nun in “Raumfahrt mit menschlicher Beteiligung umgedichtet” und Blödmann wird auch zu “Blödfrau”.“Buhmann”.“V-Frau”.“Pillemann”.“Sandmann”.“Zimmermann”. Bei dem Wort “Zimmerfrau” überlegt man allerdings noch da dieses auch falsch verstanden werden könnte.;;Berlin.Politik;Genderwahn;;news;;
457;;Schock für Mallorca-Urlauber: Ballermann muss seinen Namen Gender-Neutral umformulieren. Der Ort darf nun auch Ballerfrau genannt werden.;;Ausland.Unterhaltung;Genderwahn.Tourismus;;news;;
458;;Gender-Neutralität: Ackermann muss seinen Namen Geschlechts-Neutral formulieren. Er darf nun auch mit Ackerfrau angesprochen werden => Jürgen Klinsmann.Lehmann;;Unterhaltung;Genderwahn;;news;;
459;;Sie sorgen für Sicherheit und Sauberkeit in unseren Städten und verdienen daher den hörten Respekt: Das Ordnungsamt;;Politik.Deutschland;;;news;;
460;;Neuer Trend: Nach dem Mittagessen schnell noch zu Fressnapf und einen Nachtisch holen;;Unterhaltung.Gesellschaft;;;news;;
461;;Putins Eintrittskarte für alles: Stasi-Ausweis von Vladimir Putin aufgetaucht. Dieser total plötzlich aufgetauchte Stasi-Ausweis von Vladimir Putin aus DDR-Zeiten war für den damaligen Offizier ein Türöffner. Zugang nicht nur zu Stasi-Büros oder Militäreinrkchtugenn sondern auch in Sex-Clubs.Sushi-Restaurants.Geheimen Burger-Restaurants.Unterirdische Sex-Clubs. Für Putin machte der Sex-Club “Schnell rein und langsam wieder raus (SRLR)” in Berlin-Mitte sogar am Montag auf.;;Unterhaltung.Promis;;Vladimir Putin;news;;
462;;Neuer Weihnachtsfilm im Kino: “Kevin allein im Puff”;;Unterhaltung;Weihnachten.Sex.Film;;news;;
463;;Madonna will US-Präsidentin werden. Sucht aber noch nach einem Slogan;;Ausland.Unterhaltung.Promis;;Madonna;news;;
464;;Burger-King in Thailand bietet Intim-Massagen beim Essen an um neue Kunden zu gewinnen;;Ausland.Unterhaltung.Wirtschaft;Sex;;news;;
465;;Weil Baby im Flugzeug schreit: Fremder Mann bietet der Mutter Klebeband und KO-Tropfen an.;;Ausland.Unterhaltung;;;news;;
466;;Wie blöd: Katy Perry spannt ihrer Freundin zum Dritten Mal in Folge den selben Mann aus;;Unterhaltung.Promis;;Katy Perry;news;;
467;;Rekord: Julia Roberts hat in den letzten 20 Jahren 90% ihrer Lebenszeit gelächelt.;;Unterhaltung.Promis;;;news;;
468;;Kassel: Gast verwüstet Restaurant: Servierte Peking-Ente kam gar nicht aus Peking;;Deutschland.Unterhaltung;;;news;;
469;;Herzlichen Glückwunsch: Beatrix von Storch als peinlichste Frau Deutschlands geehrt;;Deutschland.Politik;AfD;;news;;
470;;Schmerzhafte Trennung: Anna Ganz läuft der Bauersmann weg - nach nur einer Nacht auf dem Bauernhof;;Unterhaltung;;;news;;
471;;Vier-Sterne-General der US-Armee James Rockstone werden in Afghanistan zwei Sterne geklaut. Jetzt hat er nur noch 2 und muss seinen Posten räumen.;;Ausland.Unterhaltung;Militär;;news;;
472;2018-12-24;Da kann man nur Danke sagen: Leverkusen-Trainer Heiko Herrlich bekommt am Heiligen Abend Kündigung überreicht;2018-12-24;Sport.Fussball;Weihnachten;;news;;
473;;Immer noch kein Glück gehabt: Rudi Ochse sucht seit 12 Jahren Nadel im Heuhaufen;;Unterhaltung;;;news;;
474;;Köln: Drogendealer wollen Zivilfahndern Drogen verkaufen. Diese verkaufen die Drogen einfach an 14-Jährige weiter;;Deutschland;Drogen;;news;;
475;;Berlin: Rentnerin verkauft Haschisch an Nachbarn um ihre Rente aufzubessern. Finanzamt verlangt Steuernachzahlung.;;Berlin;Drogen.Rentner;;news;;
476;;Immer noch kein Glück gehabt: Lottospieler spielt seit 24 Jahren glücklos Lotto und hat dabei 1,2 Millionen Euro investiert;;Unterhaltung.Gesellschaft;;;news;;
477;;Herbert von Holzfuss will eigentlich gar kein Milliardär sein ;;Unterhaltung.Promis;;;news;;
478;;Intelligentes Auto fährt 76-Jährigen nach Bordell-Besuch ins Pflegeheim anstatt nach Hause;;Unterhaltung.Gesellschaft;Auto.KI.Sex.Rentner;;news;;
479;;7-Jähriger Schüler fragt Donald Trump am Telefon ob er noch an den Weihnachtsmann glaubt. Dieser antwortet mit “Ja ich will”;;Unterhaltung.Promis;Weihnachten;Donald Trump;news;;
480;;Donald Trump gibt Befehl an Spezialeinheit den echten Weihnachtsmann aufzuspüren. Die anwesenden Weihnachtsmänner sind alles Fake-Santas.;;Ausland.Politik.Unterhaltung.Promis;Weihnachten.Militär;Donald Trump;news;;
481;;Madonna kauft sich 33ßigstes Weisen-Baby weil Sie die Schnapszahl voll machen wollte;;Ausland.Unterhaltung.Promis;;Madonna;news;;
482;;China: Bauer vom Nachbarn erschlagen weil er den Reis zu weich gekocht hat;;Ausland.Unterhaltung.Gesellschaft;Polizei;;news;;
483;;Amazon liefert erstmals Paket zur Raumstation ISS. Inhalt: Zahnseide für die Außenreparatur.eine blaue Unterhose.ein Überraschungspaket mit Boxhandschuhen und ein rosa-rot gepunkteter Topflappen.;;Wirtschaft.Ausland.Unterhaltung;Raumfahrt;;news;;
484;;Flughafen Amsterdam: Frau mit Brustimplantat voller Kokain verhaftet;;Ausland.Politik;Drogen.Polizei;;news;;
485;;Silicon Valley: Google-Chefs feiern Sexorgie auf Yacht mit weiblichen Sexrobotern;;Ausland.Unterhaltung.Wirtschaft;Sex;;news;;
486;;Nach Rauswurf aus Filmbranche: Kevin Spacey lässt sich als professioneller Käfigkämpfer ausbilden;;Unterhaltung.Promis;;;news;;
487;;A8: Sattelschlepper ueberfaehrt Fuchs. Nach 2 STD. Muss die ganze Autobahn gesperrt werden weil 12000 Füchse eine Großdemonstration auslösen;;Deutschland.Unterhaltung;Demonstration.Tiere;;news;;
488;;Fußball-Star Christian Ronaldo hat seine Ernährung auf Rinti umgestellt.;;Sport.Fussball.Unterhaltung.Promis;;Christiano Ronaldo;news;;
489;;Nach Ernährungsumstellung: Fußballer Christian Ronaldo leckt und bellt beim Training.;;Sport.Fussball.Unterhaltung.Promis;;Christiano Ronaldo;news;;
490;;Los Angeles: 72 Männer wegen sexueller Belästigung verhaftet weil Sie Frauen mit großen Augen angeschaut haben.;;Ausland.Unterhaltung;Sexismus;;news;;
491;;Nach Haribo-Verbot: Kinder dealen in ganz Deutschland mit Gummibärchen auf Schulhöfen;;Deutschland.Unterhaltung.Gesellschaft;Drogen;;news;;
492;;Berlin Prenzlauer Berg: 12jaehriger erhielt Tadel weil er auf Schulhof Fleisch gegessen hat.;;Berlin.Politik;Vegetarier;;news;;
493;;“Veggie-Day” als Unwort des Jahrzehnts gewählt;;Politik.Deutschland;Vegetarier;;news;;
494;;Bundeswehr: 12 Tornados mit Biodiesel betankt - Schrott;;Politik.Deutschland;Militär.Bundeswehr;;news;;
495;;Angela Merkel kauft bei Kik Rosa- Schürzen;;Politik.Unterhaltung.Promis;;Angela Merkel;news;;
496;;Rotzmann ruft Rinti-Hundefutter zurück weil Hunde Durchfall bekommen;;Wirtschaft.Unterhaltung;Tiere;;news;;
497;;Peruaner zündet sich 140 Zigaretten gleichzeitig an - Guiness-Rekord;;Ausland.Unterhaltung.Gesellschaft;;;news;;
498;;Japan: Mann ernährt sich seit 25 Jahren nur von Hundefutter und läuft seit dem auf allen Vieren;;Ausland.Unterhaltung.Gesellschaft;;;news;;
499;;Angela Merkel wacht nach 12 Jahren von ihrem Dope-Rausch auf und tritt zurueck;;Deutschland.Politik.Unterhaltung.Promis;Drogen;Angela Merkel;news;;
500;;Dresden: Demonstrant bindet sich Betonklotz um den Fuß und fällt von Brücke;;Deutschland.Politik;Demonstration;;news;;
501;;JVA-Tegel: Insasse verklagt Land Berlin weil er beim Ausbruch eines Mithäftlings nicht dabei sein durfte;;Berlin.Unterhaltung;Justiz.Polizei;;news;;
502;;Berlin: Angela Merkel findet nach 12 Jahren ihr Gewissen im Mülleimer wieder;;Berlin.Unterhaltung.Promis;;Angela Merkel;news;;
503;;Washington: 13 Männer zu langen Haftstrafen verurteilt weil sie sich nicht zur #metoo Debatte bekennen wollten;;Ausland.Unterhaltung.Promis.Männer;Sexismus;;news;;
504;;Japan: Firma erfindet Tsunamiabsaugmaschine;;Ausland.Wirtschaft;Technik;;news;;
505;;Afghanistan: 10000er Terrorist getötet. US-Militär feiert Jubiläum;;Ausland.Politik;Militär;;news;;
506;;Tierschutz-Protest: Aktivist lässt sich Wirbelsäule rausoperieren und wird zum Vierbeiner;;Deutschland.Politik;Tiere;;news;;
507;;Hollywood: Brat Pitt kehrt nach 30 Jahren aus Tibet zurück;;Unterhaltung.Promis;;Brad Pitt;news;;
508;;Hollywood: Jamy Unwichtig und Muhammad Unbekannt trennen sich;;Unterhaltung.Promis;;;news;;
509;;Berlin: Nach Jubiläumsfeier Bundestag ist bis auf weiteres gesperrt;;Berlin.Politik;Bundestag;;news;;
510;;Politik: Grünenabgeordneter Friss Gut droht Parteiausschlussverfahren weil er das Wort “Fleisch” ausgesprochen hat. Parteiführung beruft am Montag eine Sondersitzung ein.;;Deutschland.Politik;Grüne;;news;;
511;;Marathon-Simulator in Sportunterricht eingeführt. Pädagogen hoffen sich dadurch mehr Interesse am Sport.;;Sport.Digital.Unterhaltung;Medien;;news;;
512;;Bielefeld: Wegen Lehrermangel unterrichten sich Schüler selbst. Auch im Homeoffice;;Deutschland.Politik.Gesellschaft.Bildung;Schule;;news;;
513;;NRW: Schulreform schafft Fächer Deutsch.Mathematik und Kunst ab. Dafür werden Religionethik.Vertrauenslehre und Selbstaufopferungstaktik als Faecher eingeführt. Innenminister von NRW erklärt diese Maßnahme als notwendig um auf die Bedürfnisse der veränderten Gesellschaft zu reagieren.;;Deutschland.Politik.Gesellschaft.Bildung;Schule;;news;;
